id,formation_energy_ev_natom,bandgap_energy_ev
1,0.20638910249534914,1.5942092745701975
2,0.06216322751952814,3.8697689978683165
3,0.16442998054936603,3.4444370423992963
4,0.02773033748314357,3.00171078786468
5,0.13647779570236124,1.5661142821023066
6,0.03563484893690337,4.530081691090732
7,0.06616023590566801,3.2457986925733557
8,0.13475892240101295,2.0434097109567504
9,0.06802819949291825,2.7600955224448276
10,0.24513602225119266,2.9639722692479125
11,0.18421384786187245,1.9618210832090246
12,0.1264867106452532,2.6264101359846097
13,0.3323115919417504,1.062096602625288
14,0.14457629562709037,2.0673410466976354
15,0.06044526725301952,0.9390184678646128
16,0.2582448251390176,3.0020597013534354
17,0.20257145141003513,1.7625597558727657
18,0.2113215897588297,2.3680508802504647
19,0.38976672852589245,1.329673800849317
20,0.20567909838347997,1.3820504464055798
21,0.06800663750973544,1.7514847997174907
22,0.15109806206243231,2.8506964294937323
23,0.16721728827690438,1.7488973649606807
24,0.1751072447169882,3.116719602712614
25,0.012818176960563749,2.596277146478729
26,0.11476218364178833,0.9300500441302969
27,0.26477589083098124,1.3666869461794824
28,0.21293720369593505,1.9349909504004967
29,0.1159334859134053,1.1756745619449562
30,0.24310443513775845,1.9094199103897416
31,0.2251227306986862,1.0787568471650746
32,0.13841905685423694,1.9786230618131202
33,0.12801862114518914,1.397040566555906
34,0.18084462445626387,1.8084002680300217
35,0.05463908288167703,0.8872730841656903
36,0.21682122626943173,0.8123355045584009
37,0.1621304783250161,3.6490635690640074
38,0.1513703606970574,1.4478871555843043
39,0.25486394024233716,1.994463709044597
40,0.10226698361590973,3.453294247296383
41,0.058902661140023835,3.9401753269677395
42,0.15136741357149106,3.24442972212328
43,0.056250042662724695,3.9398867814932337
44,0.19845792095238135,1.3785200858111835
45,0.2859935062709864,0.6676496573863867
46,0.02643614582890922,3.88117172825209
47,0.1944352973937201,1.8876523798768778
48,0.26004002091144096,1.8753696952896413
49,0.21289791224032656,3.621360215816699
50,0.12353705131406001,1.2193279423723944
51,0.1419115359318041,2.031017155095672
52,0.07849623231304566,1.6318988319744812
